company,date,close,signal
Bajaj Auto,2016-09-29 00:00:00,2844.55,HOLD
Bajaj Auto,2016-09-30 00:00:00,2832.15,SELL
Bajaj Auto,2016-10-03 00:00:00,2882.55,HOLD
Bajaj Auto,2016-10-04 00:00:00,2894.35,BUY
Bajaj Auto,2016-10-05 00:00:00,2857.2,HOLD
Bajaj Auto,2016-10-06 00:00:00,2825.9,SELL
Bajaj Auto,2016-10-07 00:00:00,2883.9,HOLD
Bajaj Auto,2016-10-10 00:00:00,2874.85,HOLD
Bajaj Auto,2016-10-13 00:00:00,2823.75,SELL
Bajaj Auto,2016-10-14 00:00:00,2804.8,SELL
Bajaj Auto,2016-10-17 00:00:00,2754.3,SELL
Bajaj Auto,2016-10-18 00:00:00,2790.85,HOLD
Bajaj Auto,2016-10-19 00:00:00,2787.15,HOLD
Bajaj Auto,2016-10-20 00:00:00,2788.25,HOLD
Bajaj Auto,2016-10-21 00:00:00,2798.95,BUY
Bajaj Auto,2016-10-24 00:00:00,2789.3,HOLD
Bajaj Auto,2016-10-25 00:00:00,2799.95,HOLD
Bajaj Auto,2016-10-26 00:00:00,2818.65,BUY
Bajaj Auto,2016-10-27 00:00:00,2764.35,HOLD
Bajaj Auto,2016-10-28 00:00:00,2834.65,HOLD
Bajaj Auto,2016-10-30 00:00:00,2833.45,HOLD
Bajaj Auto,2016-11-01 00:00:00,2824.7,SELL
Bajaj Auto,2016-11-02 00:00:00,2817.65,SELL
