season_id,name,year,competition_id
sr:season:91379,"ITF Portugal F3, Men Doubles 2022",2022,sr:competition:15035
sr:season:128599,"ATP Challenger Francavilla, Italy Men Singles 2025",2025,sr:competition:15047
sr:season:115427,"ATP Challenger Francavilla, Italy Men Singles 2024",2024,sr:competition:15047
sr:season:103423,"ATP Challenger Francavilla, Italy Men Singles 2023",2023,sr:competition:15047
sr:season:128601,"ATP Challenger Francavilla, Italy Men Doubles 2025",2025,sr:competition:15049
sr:season:115429,"ATP Challenger Francavilla, Italy Men Doubles 2024",2024,sr:competition:15049
sr:season:103425,"ATP Challenger Francavilla, Italy Men Doubles 2023",2023,sr:competition:15049
sr:season:131431,"ATP Challenger Lisbon, Portugal Men Singles 2025",2025,sr:competition:15053
sr:season:120139,"ATP Challenger Lisbon, Portugal Men Singles 2024",2024,sr:competition:15053
sr:season:108979,"ATP Challenger Lisbon, Portugal Men Singles 2023",2023,sr:competition:15053
sr:season:131429,"ATP Challenger Lisbon, Portugal Men Doubles 2025",2025,sr:competition:15055
sr:season:120141,"ATP Challenger Lisbon, Portugal Men Doubles 2024",2024,sr:competition:15055
sr:season:108981,"ATP Challenger Lisbon, Portugal Men Doubles 2023",2023,sr:competition:15055
sr:season:91653,"ATP Challenger Shymkent, Kazakhstan Men Singles 2022",2022,sr:competition:15059
sr:season:91651,"ATP Challenger Shymkent, Kazakhstan Men Doubles 2022",2022,sr:competition:15061
sr:season:116859,"ITF Spain F7, Men Singles 2024",2024,sr:competition:15071
sr:season:102859,"ITF Spain F7, Men Singles 2023",2023,sr:competition:15071
sr:season:92285,"ITF Spain F7, Men Singles 2022",2022,sr:competition:15071
sr:season:116861,"ITF Spain F7, Men Doubles 2024",2024,sr:competition:15073
sr:season:102857,"ITF Spain F7, Men Doubles 2023",2023,sr:competition:15073
sr:season:92283,"ITF Spain F7, Men Doubles 2022",2022,sr:competition:15073
sr:season:115859,"ITF USA 08A, Women Singles 2024",2024,sr:competition:15077
sr:season:102305,"ITF USA 08A, Women Singles 2023",2023,sr:competition:15077
sr:season:83100,"2021 ITF USA 08A, Women Singles",2021,sr:competition:15077
sr:season:115857,"ITF USA 08A, Women Doubles 2024",2024,sr:competition:15079
sr:season:102307,"ITF USA 08A, Women Doubles 2023",2023,sr:competition:15079
sr:season:83102,"2021 ITF USA 08A, Women Doubles",2021,sr:competition:15079
sr:season:115433,"ATP Challenger Prague2, Czech Republic Men Doubles 2024",2024,sr:competition:15087
sr:season:103437,"ATP Challenger Prague2, Czech Republic Men Doubles 2023",2023,sr:competition:15087
sr:season:91639,"ATP Challenger Prague2, Czech Republic Men Doubles 2022",2022,sr:competition:15087
sr:season:115431,"ATP Challenger Prague2, Czech Republic Men Singles 2024",2024,sr:competition:15089
sr:season:103433,"ATP Challenger Prague2, Czech Republic Men Singles 2023",2023,sr:competition:15089
sr:season:91641,"ATP Challenger Prague2, Czech Republic Men Singles 2022",2022,sr:competition:15089
sr:season:125443,"ITF India F6, Men Singles 2024",2024,sr:competition:15109
sr:season:112774,"ITF India F6, Men Singles 2023",2023,sr:competition:15109
sr:season:100023,"ITF India F6, Men Singles 2022",2022,sr:competition:15109
sr:season:125445,"ITF India F6, Men Doubles 2024",2024,sr:competition:15111
sr:season:112672,"ITF India F6, Men Doubles 2023",2023,sr:competition:15111
sr:season:100021,"ITF India F6, Men Doubles 2022",2022,sr:competition:15111
sr:season:114749,"ITF Portugal 01A, Women Singles 2024",2024,sr:competition:15115
sr:season:102065,"ITF Portugal 01A, Women Singles 2023",2023,sr:competition:15115
sr:season:90727,"ITF Portugal 01A, Women Singles 2022",2022,sr:competition:15115
sr:season:114747,"ITF Portugal 01A, Women Doubles 2024",2024,sr:competition:15117
sr:season:102063,"ITF Portugal 01A, Women Doubles 2023",2023,sr:competition:15117
sr:season:90725,"ITF Portugal 01A, Women Doubles 2022",2022,sr:competition:15117
sr:season:119563,"ITF China F5, Men Singles 2024",2024,sr:competition:15141
sr:season:106843,"ITF China F5, Men Singles 2023",2023,sr:competition:15141
sr:season:119565,"ITF China F5, Men Doubles 2024",2024,sr:competition:15151
sr:season:106841,"ITF China F5, Men Doubles 2023",2023,sr:competition:15151
sr:season:116175,"ITF Portugal F7, Men Singles 2024",2024,sr:competition:15215
sr:season:110291,"ITF Portugal F7, Men Singles 2023",2023,sr:competition:15215
sr:season:84770,"2021 ITF Portugal F7, Men Singles",2021,sr:competition:15215
sr:season:116173,"ITF Portugal F7, Men Doubles 2024",2024,sr:competition:15217
sr:season:110289,"ITF Portugal F7, Men Doubles 2023",2023,sr:competition:15217
sr:season:84772,"2021 ITF Portugal F7, Men Doubles",2021,sr:competition:15217
sr:season:117643,"ITF Mexico F2, Men Singles 2024",2024,sr:competition:15247
sr:season:105177,"ITF Mexico F2, Men Singles 2023",2023,sr:competition:15247
sr:season:90307,"ITF Mexico F2, Men Singles 2022",2022,sr:competition:15247
sr:season:117641,"ITF Mexico F2, Men Doubles 2024",2024,sr:competition:15249
sr:season:105175,"ITF Mexico F2, Men Doubles 2023",2023,sr:competition:15249
sr:season:90309,"ITF Mexico F2, Men Doubles 2022",2022,sr:competition:15249
sr:season:116003,"ITF Greece F1, Men Singles 2024",2024,sr:competition:15263
sr:season:103221,"ITF Greece F1, Men Singles 2023",2023,sr:competition:15263
sr:season:93055,"ITF Greece F1, Men Singles 2022",2022,sr:competition:15263
sr:season:116001,"ITF Greece F1, Men Doubles 2024",2024,sr:competition:15265
sr:season:103219,"ITF Greece F1, Men Doubles 2023",2023,sr:competition:15265
sr:season:93053,"ITF Greece F1, Men Doubles 2022",2022,sr:competition:15265
sr:season:118521,"ITF Hungary F1, Men Singles 2024",2024,sr:competition:15289
sr:season:105775,"ITF Hungary F1, Men Singles 2023",2023,sr:competition:15289
sr:season:96939,"ITF Hungary F1, Men Singles 2022",2022,sr:competition:15289
sr:season:118523,"ITF Hungary F1, Men Doubles 2024",2024,sr:competition:15291
sr:season:105765,"ITF Hungary F1, Men Doubles 2023",2023,sr:competition:15291
sr:season:96941,"ITF Hungary F1, Men Doubles 2022",2022,sr:competition:15291
sr:season:119581,"ITF Italy F12, Men Singles 2024",2024,sr:competition:15295
sr:season:104969,"ITF Italy F12, Men Singles 2023",2023,sr:competition:15295
sr:season:96233,"ITF Italy F12, Men Singles 2022",2022,sr:competition:15295
sr:season:119583,"ITF Italy F12, Men Doubles 2024",2024,sr:competition:15297
sr:season:104967,"ITF Italy F12, Men Doubles 2023",2023,sr:competition:15297
sr:season:96231,"ITF Italy F12, Men Doubles 2022",2022,sr:competition:15297
sr:season:117827,"ITF Mexico F1, Men Singles 2024",2024,sr:competition:15317
sr:season:104961,"ITF Mexico F1, Men Singles 2023",2023,sr:competition:15317
sr:season:90167,"ITF Mexico F1, Men Singles 2022",2022,sr:competition:15317
sr:season:117829,"ITF Mexico F1, Men Doubles 2024",2024,sr:competition:15319
sr:season:104959,"ITF Mexico F1, Men Doubles 2023",2023,sr:competition:15319
sr:season:90165,"ITF Mexico F1, Men Doubles 2022",2022,sr:competition:15319
sr:season:98005,"ITF Vietnam F4, Men Singles 2022",2022,sr:competition:15349
sr:season:98003,"ITF Vietnam F4, Men Doubles 2022",2022,sr:competition:15351
sr:season:114419,"ITF Argentina 01A, Women Singles 2024",2024,sr:competition:15361
sr:season:101343,"ITF Argentina 01A, Women Singles 2023",2023,sr:competition:15361
sr:season:90567,"ITF Argentina 01A, Women Singles 2022",2022,sr:competition:15361
sr:season:114421,"ITF Argentina 01A, Women Doubles 2024",2024,sr:competition:15363
sr:season:101341,"ITF Argentina 01A, Women Doubles 2023",2023,sr:competition:15363
sr:season:90565,"ITF Argentina 01A, Women Doubles 2022",2022,sr:competition:15363
sr:season:120279,"ITF China 10A, Women Singles 2024",2024,sr:competition:15367
sr:season:110131,"ITF China 10A, Women Singles 2023",2023,sr:competition:15367
sr:season:120287,"ITF China 10A, Women Doubles 2024",2024,sr:competition:15369
sr:season:110129,"ITF China 10A, Women Doubles 2023",2023,sr:competition:15369
sr:season:120259,"ITF Portugal 04A, Women Singles 2024",2024,sr:competition:15373
sr:season:104187,"ITF Portugal 04A, Women Singles 2023",2023,sr:competition:15373
sr:season:92479,"ITF Portugal 04A, Women Singles 2022",2022,sr:competition:15373
sr:season:120263,"ITF Portugal 04A, Women Doubles 2024",2024,sr:competition:15375
sr:season:104189,"ITF Portugal 04A, Women Doubles 2023",2023,sr:competition:15375
sr:season:92481,"ITF Portugal 04A, Women Doubles 2022",2022,sr:competition:15375
sr:season:116209,"ITF Greece F2, Men Singles 2024",2024,sr:competition:15387
sr:season:103579,"ITF Greece F2, Men Singles 2023",2023,sr:competition:15387
sr:season:93649,"ITF Greece F2, Men Singles 2022",2022,sr:competition:15387
sr:season:116207,"ITF Greece F2, Men Doubles 2024",2024,sr:competition:15389
sr:season:103577,"ITF Greece F2, Men Doubles 2023",2023,sr:competition:15389
sr:season:93647,"ITF Greece F2, Men Doubles 2022",2022,sr:competition:15389
sr:season:130465,"Juniors French Open, Paris, France Men Singles 2025",2025,sr:competition:15399
sr:season:118195,"Juniors French Open, Paris, France Men Singles 2024",2024,sr:competition:15399
sr:season:105359,"Juniors French Open, Paris, France Men Singles 2023",2023,sr:competition:15399
sr:season:130467,"Juniors French Open, Paris, France Men Doubles 2025",2025,sr:competition:15401
sr:season:118197,"Juniors French Open, Paris, France Men Doubles 2024",2024,sr:competition:15401
sr:season:105361,"Juniors French Open, Paris, France Men Doubles 2023",2023,sr:competition:15401
sr:season:130469,"Juniors French Open, Paris, France Women Singles 2025",2025,sr:competition:15403
sr:season:118199,"Juniors French Open, Paris, France Women Singles 2024",2024,sr:competition:15403
sr:season:105357,"Juniors French Open, Paris, France Women Singles 2023",2023,sr:competition:15403
sr:season:130471,"Juniors French Open, Paris, France Women Doubles 2025",2025,sr:competition:15405
sr:season:118201,"Juniors French Open, Paris, France Women Doubles 2024",2024,sr:competition:15405
sr:season:105363,"Juniors French Open, Paris, France Women Doubles 2023",2023,sr:competition:15405
sr:season:130479,"Wheelchairs French Open, Paris, France Men Singles 2025",2025,sr:competition:15409
sr:season:118187,"Wheelchairs French Open, Paris, France Men Singles 2024",2024,sr:competition:15409
sr:season:105371,"Wheelchairs French Open, Paris, France Men Singles 2023",2023,sr:competition:15409
sr:season:130481,"Wheelchairs French Open, Paris, France Men Doubles 2025",2025,sr:competition:15411
sr:season:118189,"Wheelchairs French Open, Paris, France Men Doubles 2024",2024,sr:competition:15411
sr:season:105373,"Wheelchairs French Open, Paris, France Men Doubles 2023",2023,sr:competition:15411
sr:season:130483,"Wheelchairs French Open, Paris, France Women Singles 2025",2025,sr:competition:15413
sr:season:118191,"Wheelchairs French Open, Paris, France Women Singles 2024",2024,sr:competition:15413
sr:season:105375,"Wheelchairs French Open, Paris, France Women Singles 2023",2023,sr:competition:15413
sr:season:130485,"Wheelchairs French Open, Paris, France Women Doubles 2025",2025,sr:competition:15415
sr:season:118193,"Wheelchairs French Open, Paris, France Women Doubles 2024",2024,sr:competition:15415
sr:season:105377,"Wheelchairs French Open, Paris, France Women Doubles 2023",2023,sr:competition:15415
sr:season:130473,"Legends French Open, Paris, France Men Doubles 2025",2025,sr:competition:15419
sr:season:118229,"Legends French Open, Paris, France Men Doubles 2024",2024,sr:competition:15419
sr:season:105367,"Legends French Open, Paris, France Men Doubles 2023",2023,sr:competition:15419
sr:season:130475,"Legends French Open, Paris, France Women Doubles 2025",2025,sr:competition:15421
sr:season:118233,"Legends French Open, Paris, France Women Doubles 2024",2024,sr:competition:15421
sr:season:105369,"Legends French Open, Paris, France Women Doubles 2023",2023,sr:competition:15421
sr:season:118559,"ITF Portugal 05A, Women Singles 2024",2024,sr:competition:15435
sr:season:104401,"ITF Portugal 05A, Women Singles 2023",2023,sr:competition:15435
sr:season:85048,"2021 ITF Portugal 05A, Women Singles",2021,sr:competition:15435
sr:season:118561,"ITF Portugal 05A, Women Doubles 2024",2024,sr:competition:15437
sr:season:104397,"ITF Portugal 05A, Women Doubles 2023",2023,sr:competition:15437
sr:season:85046,"2021 ITF Portugal 05A, Women Doubles",2021,sr:competition:15437
sr:season:117567,"ITF Portugal 06A, Women Singles 2024",2024,sr:competition:15452
sr:season:105451,"ITF Portugal 06A, Women Singles 2023",2023,sr:competition:15452
sr:season:82938,"2021 ITF Portugal 06A, Women Singles",2021,sr:competition:15452
sr:season:117565,"ITF Portugal 06A, Women Doubles 2024",2024,sr:competition:15454
sr:season:105453,"ITF Portugal 06A, Women Doubles 2023",2023,sr:competition:15454
sr:season:82936,"2021 ITF Portugal 06A, Women Doubles",2021,sr:competition:15454
sr:season:116233,"2024 ITF Czechia 01A, Women Singles",2024,sr:competition:15458
sr:season:103295,"ITF Czech Republic 01A, Women Singles 2023",2023,sr:competition:15458
sr:season:92883,"ITF Czech Republic 01A, Women Singles 2022",2022,sr:competition:15458
sr:season:116231,"2024 ITF Czechia 01A, Women Doubles",2024,sr:competition:15460
sr:season:103293,"ITF Czech Republic 01A, Women Doubles 2023",2023,sr:competition:15460
sr:season:92879,"ITF Czech Republic 01A, Women Doubles 2022",2022,sr:competition:15460
sr:season:117879,"ITF Romania 01A, Women Singles 2024",2024,sr:competition:15482
sr:season:106407,"ITF Romania 01A, Women Singles 2023",2023,sr:competition:15482
sr:season:93637,"ITF Romania 01A, Women Singles 2022",2022,sr:competition:15482
sr:season:117881,"ITF Romania 01A, Women Doubles 2024",2024,sr:competition:15484
sr:season:106409,"ITF Romania 01A, Women Doubles 2023",2023,sr:competition:15484
sr:season:93635,"ITF Romania 01A, Women Doubles 2022",2022,sr:competition:15484
sr:season:119089,"ITF Poland F2, Men Singles 2024",2024,sr:competition:15514
sr:season:108607,"ITF Poland F2, Men Singles 2023",2023,sr:competition:15514
sr:season:94595,"ITF Poland F2, Men Singles 2022",2022,sr:competition:15514
sr:season:119087,"ITF Poland F2, Men Doubles 2024",2024,sr:competition:15516
sr:season:108605,"ITF Poland F2, Men Doubles 2023",2023,sr:competition:15516
sr:season:94593,"ITF Poland F2, Men Doubles 2022",2022,sr:competition:15516
sr:season:121815,"ITF China F10, Men Singles 2024",2024,sr:competition:15578
sr:season:108845,"ITF China F10, Men Singles 2023",2023,sr:competition:15578
sr:season:121813,"ITF China F10, Men Doubles 2024",2024,sr:competition:15580
sr:season:108843,"ITF China F10, Men Doubles 2023",2023,sr:competition:15580
sr:season:119319,"ITF Poland F5, Men Singles 2024",2024,sr:competition:15584
sr:season:109467,"ITF Poland F5, Men Singles 2023",2023,sr:competition:15584
sr:season:85970,"2021 ITF Poland F5, Men Singles",2021,sr:competition:15584
sr:season:119321,"ITF Poland F5, Men Doubles 2024",2024,sr:competition:15586
sr:season:109463,"ITF Poland F5, Men Doubles 2023",2023,sr:competition:15586
sr:season:85968,"2021 ITF Poland F5, Men Doubles",2021,sr:competition:15586
sr:season:94159,"ITF USA 20A, Women Doubles 2022",2022,sr:competition:15590
sr:season:87532,"ITF USA 20A, Women Doubles 2021",2021,sr:competition:15590
sr:season:94163,"ITF USA 20A, Women Singles 2022",2022,sr:competition:15592
sr:season:87530,"ITF USA 20A, Women Singles 2021",2021,sr:competition:15592
sr:season:122177,"ITF Belgium 03A, Women Singles 2024",2024,sr:competition:15596
sr:season:109159,"ITF Belgium 03A, Women Singles 2023",2023,sr:competition:15596
sr:season:96777,"ITF Belgium 03A, Women Singles 2022",2022,sr:competition:15596
sr:season:122179,"ITF Belgium 03A, Women Doubles 2024",2024,sr:competition:15598
sr:season:109157,"ITF Belgium 03A, Women Doubles 2023",2023,sr:competition:15598
sr:season:96775,"ITF Belgium 03A, Women Doubles 2022",2022,sr:competition:15598
sr:season:119367,"ITF Sweden 03A, Women Singles 2024",2024,sr:competition:15602
sr:season:106383,"ITF Sweden 03A, Women Singles 2023",2023,sr:competition:15602
sr:season:94323,"ITF Sweden 03A, Women Singles 2022",2022,sr:competition:15602
sr:season:119369,"ITF Sweden 03A, Women Doubles 2024",2024,sr:competition:15604
sr:season:106385,"ITF Sweden 03A, Women Doubles 2023",2023,sr:competition:15604
sr:season:94321,"ITF Sweden 03A, Women Doubles 2022",2022,sr:competition:15604
sr:season:121557,"ITF Great Britain 11A, Women Singles 2024",2024,sr:competition:15608
sr:season:108703,"ITF Great Britain 11A, Women Singles 2023",2023,sr:competition:15608
sr:season:96801,"ITF Great Britain 11A, Women Singles 2022",2022,sr:competition:15608
sr:season:121561,"ITF Great Britain 11A, Women Doubles 2024",2024,sr:competition:15610
sr:season:108701,"ITF Great Britain 11A, Women Doubles 2023",2023,sr:competition:15610
sr:season:96799,"ITF Great Britain 11A, Women Doubles 2022",2022,sr:competition:15610
sr:season:131371,"ATP Challenger Jinan, China Men Singles 2025",2025,sr:competition:15628
sr:season:118471,"ATP Challenger Jinan, China Men Singles 2024",2024,sr:competition:15628
sr:season:131373,"ATP Challenger Jinan, China Men Doubles 2025",2025,sr:competition:15630
sr:season:118469,"ATP Challenger Jinan, China Men Doubles 2024",2024,sr:competition:15630
sr:season:129697,"Juniors Wimbledon, London, GB Women Singles 2025",2025,sr:competition:15660
sr:season:118421,"Juniors Wimbledon, London, GB Women Singles 2024",2024,sr:competition:15660
sr:season:106075,"Juniors Wimbledon, London, GB Women Singles 2023",2023,sr:competition:15660
sr:season:130495,"Legends Wimbledon, London, GB Men Doubles 2025",2025,sr:competition:15664
sr:season:118423,"Legends Wimbledon, London, GB Men Doubles 2024",2024,sr:competition:15664
sr:season:106089,"Legends Wimbledon, London, GB Men Doubles 2023",2023,sr:competition:15664
sr:season:130497,"Legends Wimbledon, London, GB Women Doubles 2025",2025,sr:competition:15666
sr:season:118427,"Legends Wimbledon, London, GB Women Doubles 2024",2024,sr:competition:15666
sr:season:106095,"Legends Wimbledon, London, GB Women Doubles 2023",2023,sr:competition:15666
sr:season:129701,"Wheelchairs Wimbledon, London, GB Men Singles 2025",2025,sr:competition:15670
sr:season:118409,"Wheelchairs Wimbledon, London, GB Men Singles 2024",2024,sr:competition:15670
sr:season:106077,"Wheelchairs Wimbledon, London, GB Men Singles 2023",2023,sr:competition:15670
sr:season:129703,"Wheelchairs Wimbledon, London, GB Men Doubles 2025",2025,sr:competition:15672
sr:season:118407,"Wheelchairs Wimbledon, London, GB Men Doubles 2024",2024,sr:competition:15672
sr:season:106081,"Wheelchairs Wimbledon, London, GB Men Doubles 2023",2023,sr:competition:15672
sr:season:129705,"Wheelchairs Wimbledon, London, GB Women Singles 2025",2025,sr:competition:15674
sr:season:118413,"Wheelchairs Wimbledon, London, GB Women Singles 2024",2024,sr:competition:15674
sr:season:106087,"Wheelchairs Wimbledon, London, GB Women Singles 2023",2023,sr:competition:15674
sr:season:129707,"Wheelchairs Wimbledon, London, GB Women Doubles 2025",2025,sr:competition:15676
sr:season:118411,"Wheelchairs Wimbledon, London, GB Women Doubles 2024",2024,sr:competition:15676
sr:season:106085,"Wheelchairs Wimbledon, London, GB Women Doubles 2023",2023,sr:competition:15676
sr:season:129693,"Juniors Wimbledon, London, GB Men Singles 2025",2025,sr:competition:15678
sr:season:118415,"Juniors Wimbledon, London, GB Men Singles 2024",2024,sr:competition:15678
sr:season:105885,"Juniors Wimbledon, London, GB Men Singles 2023",2023,sr:competition:15678
sr:season:129695,"Juniors Wimbledon, London, GB Men Doubles 2025",2025,sr:competition:15680
sr:season:118417,"Juniors Wimbledon, London, GB Men Doubles 2024",2024,sr:competition:15680
sr:season:106071,"Juniors Wimbledon, London, GB Men Doubles 2023",2023,sr:competition:15680
sr:season:129699,"Juniors Wimbledon, London, GB Women Doubles 2025",2025,sr:competition:15682
sr:season:118419,"Juniors Wimbledon, London, GB Women Doubles 2024",2024,sr:competition:15682
sr:season:106073,"Juniors Wimbledon, London, GB Women Doubles 2023",2023,sr:competition:15682
sr:season:109435,"ITF Portugal F10, Men Singles 2023",2023,sr:competition:15686
sr:season:95341,"ITF Portugal F10, Men Singles 2022",2022,sr:competition:15686
sr:season:84564,"2021 ITF Portugal F10, Men Singles",2021,sr:competition:15686
sr:season:109433,"ITF Portugal F10, Men Doubles 2023",2023,sr:competition:15688
sr:season:95339,"ITF Portugal F10, Men Doubles 2022",2022,sr:competition:15688
sr:season:84566,"2021 ITF Portugal F10, Men Doubles",2021,sr:competition:15688
sr:season:114355,"ITF USA F1, Men Singles 2024",2024,sr:competition:15742
sr:season:101223,"ITF USA F1, Men Singles 2023",2023,sr:competition:15742
sr:season:90289,"ITF USA F1, Men Singles 2022",2022,sr:competition:15742
sr:season:114357,"ITF USA F1, Men Doubles 2024",2024,sr:competition:15744
sr:season:101221,"ITF USA F1, Men Doubles 2023",2023,sr:competition:15744
sr:season:90291,"ITF USA F1, Men Doubles 2022",2022,sr:competition:15744
sr:season:114713,USA F2 Men Singles,2024,sr:competition:15750
sr:season:101519,"ITF USA F2, Men Singles 2023",2023,sr:competition:15750
sr:season:90693,"ITF USA F2, Men Singles 2022",2022,sr:competition:15750
sr:season:114711,USA F2 Men Doubles,2024,sr:competition:15752
sr:season:101515,"ITF USA F2, Men Doubles 2023",2023,sr:competition:15752
sr:season:90691,"ITF USA F2, Men Doubles 2022",2022,sr:competition:15752
sr:season:114377,"ITF France F1, Men Singles 2024",2024,sr:competition:15754
sr:season:101535,"ITF France F1, Men Singles 2023",2023,sr:competition:15754
sr:season:90705,"ITF France F1, Men Singles 2022",2022,sr:competition:15754
sr:season:114379,"ITF France F1, Men Doubles 2024",2024,sr:competition:15756
sr:season:101533,"ITF France F1, Men Doubles 2023",2023,sr:competition:15756
sr:season:90703,"ITF France F1, Men Doubles 2022",2022,sr:competition:15756
sr:season:114373,"ITF Germany F1, Men Singles 2024",2024,sr:competition:15758
sr:season:101875,"ITF Germany F1, Men Singles 2023",2023,sr:competition:15758
sr:season:114375,"ITF Germany F1, Men Doubles 2024",2024,sr:competition:15760
sr:season:101877,"ITF Germany F1, Men Doubles 2023",2023,sr:competition:15760
sr:season:114067,"ITF Tunisia F1, Men Singles 2024",2024,sr:competition:15762
sr:season:101227,"ITF Tunisia F1, Men Singles 2023",2023,sr:competition:15762
sr:season:89893,"ITF Tunisia F1, Men Singles 2022",2022,sr:competition:15762
sr:season:114069,"ITF Tunisia F1, Men Doubles 2024",2024,sr:competition:15764
sr:season:101225,"ITF Tunisia F1, Men Doubles 2023",2023,sr:competition:15764
sr:season:89895,"ITF Tunisia F1, Men Doubles 2022",2022,sr:competition:15764
sr:season:114227,"ITF Turkey F1, Men Singles 2024",2024,sr:competition:15766
sr:season:101315,"ITF Turkey F1, Men Singles 2023",2023,sr:competition:15766
sr:season:89947,"ITF Turkey F1, Men Singles 2022",2022,sr:competition:15766
sr:season:114229,"ITF Turkey F1, Men Doubles 2024",2024,sr:competition:15768
sr:season:101313,"ITF Turkey F1, Men Doubles 2023",2023,sr:competition:15768
sr:season:89945,"ITF Turkey F1, Men Doubles 2022",2022,sr:competition:15768
sr:season:115121,"ITF USA F3, Men Singles 2024",2024,sr:competition:15770
sr:season:101911,"ITF USA F3, Men Singles 2023",2023,sr:competition:15770
sr:season:90923,"ITF USA F3, Men Singles 2022",2022,sr:competition:15770
sr:season:115123,"ITF USA F3, Men Doubles 2024",2024,sr:competition:15772
sr:season:101913,"ITF USA F3, Men Doubles 2023",2023,sr:competition:15772
sr:season:90921,"ITF USA F3, Men Doubles 2022",2022,sr:competition:15772
sr:season:114899,"ITF Egypt F1, Men Singles 2024",2024,sr:competition:15774
sr:season:101895,"ITF Egypt F1, Men Singles 2023",2023,sr:competition:15774
sr:season:89897,"ITF Egypt F1, Men Singles 2022",2022,sr:competition:15774
sr:season:114897,"ITF Egypt F1, Men Doubles 2024",2024,sr:competition:15776
sr:season:101897,"ITF Egypt F1, Men Doubles 2023",2023,sr:competition:15776
sr:season:89899,"ITF Egypt F1, Men Doubles 2022",2022,sr:competition:15776
sr:season:114721,"ITF France F2, Men Singles 2024",2024,sr:competition:15778
sr:season:101899,"ITF France F2, Men Singles 2023",2023,sr:competition:15778
sr:season:81342,"2021 ITF France F2, Men Singles",2021,sr:competition:15778
sr:season:114719,"ITF France F2, Men Doubles 2024",2024,sr:competition:15780
sr:season:101901,"ITF France F2, Men Doubles 2023",2023,sr:competition:15780
sr:season:81340,"2021 ITF France F2, Men Doubles",2021,sr:competition:15780
sr:season:114705,"ITF Germany F2, Men Singles 2024",2024,sr:competition:15782
sr:season:102459,"ITF Germany F2, Men Singles 2023",2023,sr:competition:15782
sr:season:90935,"ITF Germany F2, Men Singles 2022",2022,sr:competition:15782
sr:season:114703,"ITF Germany F2, Men Doubles 2024",2024,sr:competition:15784
sr:season:102457,"ITF Germany F2, Men Doubles 2023",2023,sr:competition:15784
sr:season:90933,"ITF Germany F2, Men Doubles 2022",2022,sr:competition:15784
sr:season:114231,"ITF Spain F1, Men Singles 2024",2024,sr:competition:15786
sr:season:101345,"ITF Spain F1, Men Singles 2023",2023,sr:competition:15786
sr:season:90547,"ITF Spain F1, Men Singles 2022",2022,sr:competition:15786
sr:season:114233,"ITF Spain F1, Men Doubles 2024",2024,sr:competition:15788
sr:season:101339,"ITF Spain F1, Men Doubles 2023",2023,sr:competition:15788
sr:season:90545,"ITF Spain F1, Men Doubles 2022",2022,sr:competition:15788
sr:season:114235,"ITF Tunisia F2, Men Singles 2024",2024,sr:competition:15790
sr:season:101321,"ITF Tunisia F2, Men Singles 2023",2023,sr:competition:15790
sr:season:89943,"ITF Tunisia F2, Men Singles 2022",2022,sr:competition:15790
sr:season:114237,"ITF Tunisia F2, Men Doubles 2024",2024,sr:competition:15792
sr:season:101317,"ITF Tunisia F2, Men Doubles 2023",2023,sr:competition:15792
sr:season:89941,"ITF Tunisia F2, Men Doubles 2022",2022,sr:competition:15792
sr:season:114381,"ITF Turkey F2, Men Singles 2024",2024,sr:competition:15794
sr:season:101541,"ITF Turkey F2, Men Singles 2023",2023,sr:competition:15794
sr:season:90151,"ITF Turkey F2, Men Singles 2022",2022,sr:competition:15794
sr:season:114383,"ITF Turkey F2, Men Doubles 2024",2024,sr:competition:15796
sr:season:101537,"ITF Turkey F2, Men Doubles 2023",2023,sr:competition:15796
sr:season:90149,"ITF Turkey F2, Men Doubles 2022",2022,sr:competition:15796
sr:season:115315,"ITF USA F4, Men Singles 2024",2024,sr:competition:15798
sr:season:102289,"ITF USA F4, Men Singles 2023",2023,sr:competition:15798
sr:season:91105,"ITF USA F4, Men Singles 2022",2022,sr:competition:15798
sr:season:115317,"ITF USA F4, Men Doubles 2024",2024,sr:competition:15800
sr:season:102291,"ITF USA F4, Men Doubles 2023",2023,sr:competition:15800
sr:season:91103,"ITF USA F4, Men Doubles 2022",2022,sr:competition:15800
sr:season:115327,"ITF Germany F3, Men Singles 2024",2024,sr:competition:15802
sr:season:106643,"ITF Germany F3, Men Singles 2023",2023,sr:competition:15802
sr:season:92909,"ITF Germany F3, Men Singles 2022",2022,sr:competition:15802
sr:season:115329,"ITF Germany F3, Men Doubles 2024",2024,sr:competition:15804
sr:season:106641,"ITF Germany F3, Men Doubles 2023",2023,sr:competition:15804
sr:season:92905,"ITF Germany F3, Men Doubles 2022",2022,sr:competition:15804
sr:season:115975,"ITF Kazakhstan F1, Men Singles 2024",2024,sr:competition:15806
sr:season:102863,"ITF Kazakhstan F1, Men Singles 2023",2023,sr:competition:15806
sr:season:91081,"ITF Kazakhstan F1, Men Singles 2022",2022,sr:competition:15806
sr:season:115973,"ITF Kazakhstan F1, Men Doubles 2024",2024,sr:competition:15808
sr:season:102861,"ITF Kazakhstan F1, Men Doubles 2023",2023,sr:competition:15808
sr:season:91077,"ITF Kazakhstan F1, Men Doubles 2022",2022,sr:competition:15808
sr:season:115129,"ITF Egypt F2, Men Singles 2024",2024,sr:competition:15810
