season_id,name,year,competition_id
sr:season:87036,"ITF South Africa F2, Men Singles 2021",2021,sr:competition:21806
sr:season:87038,"ITF South Africa F2, Men Doubles 2021",2021,sr:competition:21808
sr:season:101017,"ITF Egypt 36A, Women Singles 2022",2022,sr:competition:21812
sr:season:86460,"2021 ITF Egypt 36A, Women Singles",2021,sr:competition:21812
sr:season:101015,"ITF Egypt 36A, Women Doubles 2022",2022,sr:competition:21814
sr:season:86462,"2021 ITF Egypt 36A, Women Doubles",2021,sr:competition:21814
sr:season:124597,"ITF India 07A, Women Singles 2024",2024,sr:competition:21818
sr:season:103079,"ITF India 07A, Women Singles 2023",2023,sr:competition:21818
sr:season:100819,"ITF India 07A, Women Singles 2022",2022,sr:competition:21818
sr:season:124599,"ITF India 07A, Women Doubles 2024",2024,sr:competition:21820
sr:season:103077,"ITF India 07A, Women Doubles 2023",2023,sr:competition:21820
sr:season:100817,"ITF India 07A, Women Doubles 2022",2022,sr:competition:21820
sr:season:115839,"ITF South Africa 02A, Women Singles 2024",2024,sr:competition:21824
sr:season:103309,"ITF South Africa 02A, Women Singles 2023",2023,sr:competition:21824
sr:season:92317,"ITF South Africa 02A, Women Singles 2022",2022,sr:competition:21824
sr:season:115837,"ITF South Africa 02A, Women Doubles 2024",2024,sr:competition:21826
sr:season:103307,"ITF South Africa 02A, Women Doubles 2023",2023,sr:competition:21826
sr:season:92315,"ITF South Africa 02A, Women Doubles 2022",2022,sr:competition:21826
sr:season:121205,"ITF Spain 22A, Women Singles 2024",2024,sr:competition:21830
sr:season:107167,"ITF Spain 22A, Women Singles 2023",2023,sr:competition:21830
sr:season:96469,"ITF Spain 22A, Women Singles 2022",2022,sr:competition:21830
sr:season:121207,"ITF Spain 22A, Women Doubles 2024",2024,sr:competition:21832
sr:season:107165,"ITF Spain 22A, Women Doubles 2023",2023,sr:competition:21832
sr:season:96467,"ITF Spain 22A, Women Doubles 2022",2022,sr:competition:21832
sr:season:118865,"ITF Tunisia 37A, Women Singles 2024",2024,sr:competition:21836
sr:season:109557,"ITF Tunisia 37A, Women Singles 2023",2023,sr:competition:21836
sr:season:97557,"ITF Tunisia 37A, Women Singles 2022",2022,sr:competition:21836
sr:season:118863,"ITF Tunisia 37A, Women Doubles 2024",2024,sr:competition:21838
sr:season:109555,"ITF Tunisia 37A, Women Doubles 2023",2023,sr:competition:21838
sr:season:97555,"ITF Tunisia 37A, Women Doubles 2022",2022,sr:competition:21838
sr:season:116283,"ITF Egypt 07A, Women Singles 2024",2024,sr:competition:21864
sr:season:103279,"2023 ITF Egypt 07A, Women Singles",2023,sr:competition:21864
sr:season:90971,"ITF Egypt 07A, Women Singles 2022",2022,sr:competition:21864
sr:season:116281,"ITF Egypt 07A, Women Doubles 2024",2024,sr:competition:21866
sr:season:103277,"2023 ITF Egypt 07A, Women Doubles",2023,sr:competition:21866
sr:season:90969,"ITF Egypt 07A, Women Doubles 2022",2022,sr:competition:21866
sr:season:116507,"ITF Spain 04A, Women Singles 2024",2024,sr:competition:21880
sr:season:103291,"ITF Spain 04A, Women Singles 2023",2023,sr:competition:21880
sr:season:90179,"ITF Spain 04A, Women Singles 2022",2022,sr:competition:21880
sr:season:116509,"ITF Spain 04A, Women Doubles 2024",2024,sr:competition:21882
sr:season:103289,"ITF Spain 04A, Women Doubles 2023",2023,sr:competition:21882
sr:season:90177,"ITF Spain 04A, Women Doubles 2022",2022,sr:competition:21882
sr:season:115701,"ITF Tunisia 08A, Women Singles 2024",2024,sr:competition:21886
sr:season:102763,"ITF Tunisia 08A, Women Singles 2023",2023,sr:competition:21886
sr:season:91129,"ITF Tunisia 08A, Women Singles 2022",2022,sr:competition:21886
sr:season:115699,"ITF Tunisia 08A, Women Doubles 2024",2024,sr:competition:21888
sr:season:102761,"ITF Tunisia 08A, Women Doubles 2023",2023,sr:competition:21888
sr:season:91127,"ITF Tunisia 08A, Women Doubles 2022",2022,sr:competition:21888
sr:season:115887,"ITF Turkey 08A, Women Singles 2024",2024,sr:competition:21892
sr:season:102925,"ITF Turkey 08A, Women Singles 2023",2023,sr:competition:21892
sr:season:91301,"ITF Turkey 08A, Women Singles 2022",2022,sr:competition:21892
sr:season:115885,"ITF Turkey 08A, Women Doubles 2024",2024,sr:competition:21894
sr:season:102923,"ITF Turkey 08A, Women Doubles 2023",2023,sr:competition:21894
sr:season:91299,"ITF Turkey 08A, Women Doubles 2022",2022,sr:competition:21894
sr:season:115855,"ITF Australia 04A, Women Singles 2024",2024,sr:competition:21904
sr:season:102739,"ITF Australia 04A, Women Singles 2023",2023,sr:competition:21904
sr:season:90719,"ITF Australia 04A, Women Singles 2022",2022,sr:competition:21904
sr:season:115853,"ITF Australia 04A, Women Doubles 2024",2024,sr:competition:21906
sr:season:102737,"ITF Australia 04A, Women Doubles 2023",2023,sr:competition:21906
sr:season:90717,"ITF Australia 04A, Women Doubles 2022",2022,sr:competition:21906
sr:season:116487,"ITF Brazil 02A, Women Singles 2024",2024,sr:competition:21910
sr:season:105227,"ITF Brazil 02A, Women Singles 2023",2023,sr:competition:21910
sr:season:90175,"ITF Brazil 02A, Women Singles 2022",2022,sr:competition:21910
sr:season:116489,"ITF Brazil 02A, Women Doubles 2024",2024,sr:competition:21912
sr:season:105225,"ITF Brazil 02A, Women Doubles 2023",2023,sr:competition:21912
sr:season:90173,"ITF Brazil 02A, Women Doubles 2022",2022,sr:competition:21912
sr:season:105019,"ITF France 09A, Women Singles 2023",2023,sr:competition:21916
sr:season:91783,"ITF France 09A, Women Singles 2022",2022,sr:competition:21916
sr:season:105017,"ITF France 09A, Women Doubles 2023",2023,sr:competition:21918
sr:season:116515,"ITF Egypt 08A, Women Singles 2024",2024,sr:competition:21922
sr:season:103631,"ITF Egypt 08A, Women Singles 2023",2023,sr:competition:21922
sr:season:91125,"ITF Egypt 08A, Women Singles 2022",2022,sr:competition:21922
sr:season:116517,"ITF Egypt 08A, Women Doubles 2024",2024,sr:competition:21924
sr:season:103629,"ITF Egypt 08A, Women Doubles 2023",2023,sr:competition:21924
sr:season:91123,"ITF Egypt 08A, Women Doubles 2022",2022,sr:competition:21924
sr:season:116035,"ITF Greece 01A, Women Singles 2024",2024,sr:competition:21928
sr:season:103263,"ITF Greece 01A, Women Singles 2023",2023,sr:competition:21928
sr:season:93113,"ITF Greece 01A, Women Singles 2022",2022,sr:competition:21928
sr:season:116033,"ITF Greece 01A, Women Doubles 2024",2024,sr:competition:21930
sr:season:103259,"ITF Greece 01A, Women Doubles 2023",2023,sr:competition:21930
sr:season:93111,"ITF Greece 01A, Women Doubles 2022",2022,sr:competition:21930
sr:season:117135,"ITF Italy 03A, Women Singles 2024",2024,sr:competition:21934
sr:season:104207,"ITF Italy 03A, Women Singles 2023",2023,sr:competition:21934
sr:season:92743,"ITF Italy 03A, Women Singles 2022",2022,sr:competition:21934
sr:season:117133,"ITF Italy 03A, Women Doubles 2024",2024,sr:competition:21936
sr:season:104209,"ITF Italy 03A, Women Doubles 2023",2023,sr:competition:21936
sr:season:92741,"ITF Italy 03A, Women Doubles 2022",2022,sr:competition:21936
sr:season:115879,"ITF Tunisia 09A, Women Singles 2024",2024,sr:competition:21940
sr:season:102937,"ITF Tunisia 09A, Women Singles 2023",2023,sr:competition:21940
sr:season:91291,"ITF Tunisia 09A, Women Singles 2022",2022,sr:competition:21940
sr:season:115877,"ITF Tunisia 09A, Women Doubles 2024",2024,sr:competition:21942
sr:season:102935,"ITF Tunisia 09A, Women Doubles 2023",2023,sr:competition:21942
sr:season:91289,"ITF Tunisia 09A, Women Doubles 2022",2022,sr:competition:21942
sr:season:116063,"ITF Turkey 09A, Women Singles 2024",2024,sr:competition:21946
sr:season:103107,"ITF Turkey 09A, Women Singles 2023",2023,sr:competition:21946
sr:season:91423,"ITF Turkey 09A, Women Singles 2022",2022,sr:competition:21946
sr:season:116721,"ITF Turkey 12A, Women Singles 2024",2024,sr:competition:21950
sr:season:103809,"ITF Turkey 12A, Women Singles 2023",2023,sr:competition:21950
sr:season:92149,"ITF Turkey 12A, Women Singles 2022",2022,sr:competition:21950
sr:season:116719,"ITF Turkey 12A, Women Doubles 2024",2024,sr:competition:21952
sr:season:103807,"ITF Turkey 12A, Women Doubles 2023",2023,sr:competition:21952
sr:season:92151,"ITF Turkey 12A, Women Doubles 2022",2022,sr:competition:21952
sr:season:116061,"ITF Turkey 09A, Women Doubles 2024",2024,sr:competition:21954
sr:season:103105,"ITF Turkey 09A, Women Doubles 2023",2023,sr:competition:21954
sr:season:91425,"ITF Turkey 09A, Women Doubles 2022",2022,sr:competition:21954
sr:season:116047,"ITF Tunisia 13A, Women Singles 2024",2024,sr:competition:21958
sr:season:103813,"ITF Tunisia 13A, Women Singles 2023",2023,sr:competition:21958
sr:season:92153,"ITF Tunisia 13A, Women Singles 2022",2022,sr:competition:21958
sr:season:116045,"ITF Tunisia 13A, Women Doubles 2024",2024,sr:competition:21960
sr:season:103811,"ITF Tunisia 13A, Women Doubles 2023",2023,sr:competition:21960
sr:season:92155,"ITF Tunisia 13A, Women Doubles 2022",2022,sr:competition:21960
sr:season:114923,"ITF Portugal 02A, Women Singles 2024",2024,sr:competition:21966
sr:season:102309,"ITF Portugal 02A, Women Singles 2023",2023,sr:competition:21966
sr:season:90955,"ITF Portugal 02A, Women Singles 2022",2022,sr:competition:21966
sr:season:114921,"ITF Portugal 02A, Women Doubles 2024",2024,sr:competition:21968
sr:season:102311,"ITF Portugal 02A, Women Doubles 2023",2023,sr:competition:21968
sr:season:90953,"ITF Portugal 02A, Women Doubles 2022",2022,sr:competition:21968
sr:season:114403,"ITF USA 07A, Women Singles 2024",2024,sr:competition:21972
sr:season:102057,"ITF USA 07A, Women Singles 2023",2023,sr:competition:21972
sr:season:91435,"ITF USA 07A, Women Singles 2022",2022,sr:competition:21972
sr:season:114405,"ITF USA 07A, Women Doubles 2024",2024,sr:competition:21974
sr:season:102055,"ITF USA 07A, Women Doubles 2023",2023,sr:competition:21974
sr:season:91437,"ITF USA 07A, Women Doubles 2022",2022,sr:competition:21974
sr:season:124585,"ITF Greece 04A, Women Singles 2024",2024,sr:competition:21978
sr:season:111844,"ITF Greece 04A, Women Singles 2023",2023,sr:competition:21978
sr:season:93697,"ITF Greece 04A, Women Singles 2022",2022,sr:competition:21978
sr:season:124587,"ITF Greece 04A, Women Doubles 2024",2024,sr:competition:21980
sr:season:111842,"ITF Greece 04A, Women Doubles 2023",2023,sr:competition:21980
sr:season:93695,"ITF Greece 04A, Women Doubles 2022",2022,sr:competition:21980
sr:season:117139,"ITF Egypt 11A, Women Singles 2024",2024,sr:competition:21984
sr:season:104107,"ITF Egypt 11A, Women Singles 2023",2023,sr:competition:21984
sr:season:91771,"ITF Egypt 11A, Women Singles 2022",2022,sr:competition:21984
sr:season:117137,"ITF Egypt 11A, Women Doubles 2024",2024,sr:competition:21986
sr:season:104105,"ITF Egypt 11A, Women Doubles 2023",2023,sr:competition:21986
sr:season:91769,"ITF Egypt 11A, Women Doubles 2022",2022,sr:competition:21986
sr:season:116717,"ITF Egypt 09A, Women Singles 2024",2024,sr:competition:21996
sr:season:103805,"ITF Egypt 09A, Women Singles 2023",2023,sr:competition:21996
sr:season:91297,"ITF Egypt 09A, Women Singles 2022",2022,sr:competition:21996
sr:season:116715,"ITF Egypt 09A, Women Doubles 2024",2024,sr:competition:21998
sr:season:103803,"ITF Egypt 09A, Women Doubles 2023",2023,sr:competition:21998
sr:season:91293,"ITF Egypt 09A, Women Doubles 2022",2022,sr:competition:21998
sr:season:116271,"ITF Brazil 03A, Women Singles 2024",2024,sr:competition:22002
sr:season:108293,"ITF Brazil 03A, Women Singles 2023",2023,sr:competition:22002
sr:season:90341,"ITF Brazil 03A, Women Singles 2022",2022,sr:competition:22002
sr:season:116269,"ITF Brazil 03A, Women Doubles 2024",2024,sr:competition:22004
sr:season:108295,"ITF Brazil 03A, Women Doubles 2023",2023,sr:competition:22004
sr:season:90343,"ITF Brazil 03A, Women Doubles 2022",2022,sr:competition:22004
sr:season:116497,"ITF Japan 02A, Women Singles 2024",2024,sr:competition:22020
sr:season:103797,"ITF Japan 02A, Women Singles 2023",2023,sr:competition:22020
sr:season:98295,"ITF Japan 02A, Women Singles 2022",2022,sr:competition:22020
sr:season:116499,"ITF Japan 02A, Women Doubles 2024",2024,sr:competition:22022
sr:season:103795,"ITF Japan 02A, Women Doubles 2023",2023,sr:competition:22022
sr:season:98293,"ITF Japan 02A, Women Doubles 2022",2022,sr:competition:22022
sr:season:116911,"ITF Italy 02A, Women Singles 2024",2024,sr:competition:22026
sr:season:104095,"ITF Italy 02A, Women Singles 2023",2023,sr:competition:22026
sr:season:92943,"ITF Italy 02A, Women Singles 2022",2022,sr:competition:22026
sr:season:116913,"ITF Italy 02A, Women Doubles 2024",2024,sr:competition:22028
sr:season:104091,"ITF Italy 02A, Women Doubles 2023",2023,sr:competition:22028
sr:season:92941,"ITF Italy 02A, Women Doubles 2022",2022,sr:competition:22028
sr:season:116477,"ITF Australia 06A, Women Singles 2024",2024,sr:competition:22032
sr:season:103305,"ITF Australia 06A, Women Singles 2023",2023,sr:competition:22032
sr:season:92137,"ITF Australia 06A, Women Singles 2022",2022,sr:competition:22032
sr:season:116479,"ITF Australia 06A, Women Doubles 2024",2024,sr:competition:22034
sr:season:103303,"ITF Australia 06A, Women Doubles 2023",2023,sr:competition:22034
sr:season:92139,"ITF Australia 06A, Women Doubles 2022",2022,sr:competition:22034
sr:season:115133,"ITF France 06A, Women Singles 2024",2024,sr:competition:22038
sr:season:104409,"ITF France 06A, Women Singles 2023",2023,sr:competition:22038
sr:season:91431,"ITF France 06A, Women Singles 2022",2022,sr:competition:22038
sr:season:115135,"ITF France 06A, Women Doubles 2024",2024,sr:competition:22040
sr:season:104407,"ITF France 06A, Women Doubles 2023",2023,sr:competition:22040
sr:season:91433,"ITF France 06A, Women Doubles 2022",2022,sr:competition:22040
sr:season:116265,"ITF Greece 02A, Women Singles 2024",2024,sr:competition:22044
sr:season:103635,"ITF Greece 02A, Women Singles 2023",2023,sr:competition:22044
sr:season:93225,"ITF Greece 02A, Women Singles 2022",2022,sr:competition:22044
sr:season:116263,"ITF Greece 02A, Women Doubles 2024",2024,sr:competition:22046
sr:season:103633,"ITF Greece 02A, Women Doubles 2023",2023,sr:competition:22046
sr:season:93221,"ITF Greece 02A, Women Doubles 2022",2022,sr:competition:22046
sr:season:117315,"ITF Italy 04A, Women Singles 2024",2024,sr:competition:22050
sr:season:104417,"ITF Italy 04A, Women Singles 2023",2023,sr:competition:22050
sr:season:85550,"2021 ITF Italy 04A, Women Singles",2021,sr:competition:22050
sr:season:117317,"ITF Italy 04A, Women Doubles 2024",2024,sr:competition:22052
sr:season:104415,"ITF Italy 04A, Women Doubles 2023",2023,sr:competition:22052
sr:season:85548,"2021 ITF Italy 04A, Women Doubles",2021,sr:competition:22052
sr:season:115689,"ITF Tunisia 11A, Women Singles 2024",2024,sr:competition:22056
sr:season:103283,"ITF Tunisia 11A, Women Singles 2023",2023,sr:competition:22056
sr:season:91775,"ITF Tunisia 11A, Women Singles 2022",2022,sr:competition:22056
sr:season:115687,"ITF Tunisia 11A, Women Doubles 2024",2024,sr:competition:22058
sr:season:103281,"ITF Tunisia 11A, Women Doubles 2023",2023,sr:competition:22058
sr:season:91773,"ITF Tunisia 11A, Women Doubles 2022",2022,sr:competition:22058
sr:season:116287,"ITF Turkey 10A, Women Singles 2024",2024,sr:competition:22062
sr:season:103275,"ITF Turkey 10A, Women Singles 2023",2023,sr:competition:22062
sr:season:91763,"ITF Turkey 10A, Women Singles 2022",2022,sr:competition:22062
sr:season:116285,"ITF Turkey 10A, Women Doubles 2024",2024,sr:competition:22064
sr:season:103273,"ITF Turkey 10A, Women Doubles 2023",2023,sr:competition:22064
sr:season:91761,"ITF Turkey 10A, Women Doubles 2022",2022,sr:competition:22064
sr:season:116245,"ITF Australia 05A, Women Singles 2024",2024,sr:competition:22068
sr:season:102907,"ITF Australia 05A, Women Singles 2023",2023,sr:competition:22068
sr:season:91913,"ITF Australia 05A, Women Singles 2022",2022,sr:competition:22068
sr:season:116243,"ITF Australia 05A, Women Doubles 2024",2024,sr:competition:22070
sr:season:102905,"ITF Australia 05A, Women Doubles 2023",2023,sr:competition:22070
sr:season:91915,"ITF Australia 05A, Women Doubles 2022",2022,sr:competition:22070
sr:season:116705,"ITF Italy 01A, Women Singles 2024",2024,sr:competition:22074
sr:season:103953,"ITF Italy 01A, Women Singles 2023",2023,sr:competition:22074
sr:season:93083,"ITF Italy 01A, Women Singles 2022",2022,sr:competition:22074
sr:season:116703,"ITF Italy 01A, Women Doubles 2024",2024,sr:competition:22076
sr:season:103951,"ITF Italy 01A, Women Doubles 2023",2023,sr:competition:22076
sr:season:93081,"ITF Italy 01A, Women Doubles 2022",2022,sr:competition:22076
sr:season:115843,"ITF France 08A, Women Singles 2024",2024,sr:competition:22080
sr:season:103787,"ITF France 08A, Women Singles 2023",2023,sr:competition:22080
sr:season:92475,"ITF France 08A, Women Singles 2022",2022,sr:competition:22080
sr:season:115841,"ITF France 08A, Women Doubles 2024",2024,sr:competition:22082
sr:season:103785,"ITF France 08A, Women Doubles 2023",2023,sr:competition:22082
sr:season:92477,"ITF France 08A, Women Doubles 2022",2022,sr:competition:22082
sr:season:116923,"ITF Egypt 10A, Women Singles 2024",2024,sr:competition:22092
sr:season:103965,"ITF Egypt 10A, Women Singles 2023",2023,sr:competition:22092
sr:season:91427,"ITF Egypt 10A, Women Singles 2022",2022,sr:competition:22092
sr:season:116925,"ITF Egypt 10A, Women Doubles 2024",2024,sr:competition:22094
sr:season:103963,"ITF Egypt 10A, Women Doubles 2023",2023,sr:competition:22094
sr:season:91429,"ITF Egypt 10A, Women Doubles 2022",2022,sr:competition:22094
sr:season:116519,"ITF Turkey 11A, Women Singles 2024",2024,sr:competition:22098
sr:season:103649,"ITF Turkey 11A, Women Singles 2023",2023,sr:competition:22098
sr:season:91941,"ITF Turkey 11A, Women Singles 2022",2022,sr:competition:22098
sr:season:116521,"ITF Turkey 11A, Women Doubles 2024",2024,sr:competition:22100
sr:season:103645,"ITF Turkey 11A, Women Doubles 2023",2023,sr:competition:22100
sr:season:91943,"ITF Turkey 11A, Women Doubles 2022",2022,sr:competition:22100
sr:season:103619,"ITF Tunisia 12A, Women Singles 2023",2023,sr:competition:22104
sr:season:91929,"ITF Tunisia 12A, Women Singles 2022",2022,sr:competition:22104
sr:season:82266,"2021 ITF Tunisia 12A, Women Singles",2021,sr:competition:22104
sr:season:103617,"ITF Tunisia 12A, Women Doubles 2023",2023,sr:competition:22106
sr:season:91931,"ITF Tunisia 12A, Women Doubles 2022",2022,sr:competition:22106
sr:season:82264,"2021 ITF Tunisia 12A, Women Doubles",2021,sr:competition:22106
sr:season:116501,"ITF France 07A, Women Singles 2024",2024,sr:competition:22110
sr:season:103095,"ITF France 07A, Women Singles 2023",2023,sr:competition:22110
sr:season:81626,"2021 ITF France 07A, Women Singles",2021,sr:competition:22110
sr:season:116503,"ITF France 07A, Women Doubles 2024",2024,sr:competition:22112
sr:season:103093,"ITF France 07A, Women Doubles 2023",2023,sr:competition:22112
sr:season:81624,"2021 ITF France 07A, Women Doubles",2021,sr:competition:22112
sr:season:116693,"ITF Japan 01A, Women Singles 2024",2024,sr:competition:22116
sr:season:103639,"ITF Japan 01A, Women Singles 2023",2023,sr:competition:22116
sr:season:98123,"ITF Japan 01A, Women Singles 2022",2022,sr:competition:22116
sr:season:116691,"ITF Japan 01A, Women Doubles 2024",2024,sr:competition:22118
sr:season:103637,"ITF Japan 01A, Women Doubles 2023",2023,sr:competition:22118
sr:season:98125,"ITF Japan 01A, Women Doubles 2022",2022,sr:competition:22118
sr:season:117559,"ITF Turkey 16A, Women Singles 2024",2024,sr:competition:22122
sr:season:104445,"ITF Turkey 16A, Women Singles 2023",2023,sr:competition:22122
sr:season:92767,"ITF Turkey 16A, Women Singles 2022",2022,sr:competition:22122
sr:season:117557,"ITF Turkey 16A, Women Doubles 2024",2024,sr:competition:22124
sr:season:104443,"ITF Turkey 16A, Women Doubles 2023",2023,sr:competition:22124
sr:season:92765,"ITF Turkey 16A, Women Doubles 2022",2022,sr:competition:22124
sr:season:116525,"ITF Greece 03A, Women Singles 2024",2024,sr:competition:22128
sr:season:111674,"ITF Greece 03A, Women Singles 2023",2023,sr:competition:22128
sr:season:93379,"ITF Greece 03A, Women Singles 2022",2022,sr:competition:22128
sr:season:116527,"ITF Greece 03A, Women Doubles 2024",2024,sr:competition:22130
sr:season:111676,"ITF Greece 03A, Women Doubles 2023",2023,sr:competition:22130
sr:season:93377,"ITF Greece 03A, Women Doubles 2022",2022,sr:competition:22130
sr:season:126253,"ITF Chile F3, Men Singles 2024",2024,sr:competition:22134
sr:season:126255,"ITF Chile F3, Men Doubles 2024",2024,sr:competition:22136
sr:season:119593,"ITF Tunisia F38, Men Singles 2024",2024,sr:competition:22146
sr:season:109085,"ITF Tunisia F38, Men Singles 2023",2023,sr:competition:22146
sr:season:96219,"ITF Tunisia F38, Men Singles 2022",2022,sr:competition:22146
sr:season:119595,"ITF Tunisia F38, Men Doubles 2024",2024,sr:competition:22148
sr:season:109083,"ITF Tunisia F38, Men Doubles 2023",2023,sr:competition:22148
sr:season:96217,"ITF Tunisia F38, Men Doubles 2022",2022,sr:competition:22148
sr:season:112474,"ITF Thailand F11, Men Singles 2023",2023,sr:competition:22152
sr:season:94081,"ITF Thailand F11, Men Singles 2022",2022,sr:competition:22152
sr:season:112480,"ITF Thailand F11, Men Doubles 2023",2023,sr:competition:22154
sr:season:94079,"ITF Thailand F11, Men Doubles 2022",2022,sr:competition:22154
sr:season:104425,"ITF Ecuador 02A, Women Singles 2023",2023,sr:competition:22170
sr:season:91279,"ITF Ecuador 02A, Women Singles 2022",2022,sr:competition:22170
sr:season:83230,"2021 ITF Ecuador 02A, Women Singles",2021,sr:competition:22170
sr:season:104423,"ITF Ecuador 02A, Women Doubles 2023",2023,sr:competition:22172
sr:season:91277,"ITF Ecuador 02A, Women Doubles 2022",2022,sr:competition:22172
sr:season:83228,"2021 ITF Ecuador 02A, Women Doubles",2021,sr:competition:22172
sr:season:114085,"ITF Thailand 01A, Women Singles 2024",2024,sr:competition:22176
sr:season:101243,"ITF Thailand 01A, Women Singles 2023",2023,sr:competition:22176
sr:season:114087,"ITF Thailand 01A, Women Doubles 2024",2024,sr:competition:22178
sr:season:101241,"ITF Thailand 01A, Women Doubles 2023",2023,sr:competition:22178
sr:season:117527,"ITF Italy 05A, Women Singles 2024",2024,sr:competition:22182
sr:season:104595,"ITF Italy 05A, Women Singles 2023",2023,sr:competition:22182
sr:season:92465,"ITF Italy 05A, Women Singles 2022",2022,sr:competition:22182
sr:season:117525,"ITF Italy 05A, Women Doubles 2024",2024,sr:competition:22184
sr:season:104593,"ITF Italy 05A, Women Doubles 2023",2023,sr:competition:22184
sr:season:92467,"ITF Italy 05A, Women Doubles 2022",2022,sr:competition:22184
sr:season:119943,"ITF Spain 23A, Women Singles 2024",2024,sr:competition:22194
sr:season:106863,"ITF Spain 23A, Women Singles 2023",2023,sr:competition:22194
sr:season:99097,"ITF Spain 23A, Women Singles 2022",2022,sr:competition:22194
sr:season:119945,"ITF Spain 23A, Women Doubles 2024",2024,sr:competition:22196
sr:season:106861,"ITF Spain 23A, Women Doubles 2023",2023,sr:competition:22196
sr:season:99095,"ITF Spain 23A, Women Doubles 2022",2022,sr:competition:22196
sr:season:117563,"ITF Japan 03A, Women Singles 2024",2024,sr:competition:22206
sr:season:103945,"ITF Japan 03A, Women Singles 2023",2023,sr:competition:22206
sr:season:98543,"ITF Japan 03A, Women Singles 2022",2022,sr:competition:22206
sr:season:117561,"ITF Japan 03A, Women Doubles 2024",2024,sr:competition:22208
sr:season:103943,"ITF Japan 03A, Women Doubles 2023",2023,sr:competition:22208
sr:season:98541,"ITF Japan 03A, Women Doubles 2022",2022,sr:competition:22208
sr:season:96257,"ITF Egypt 37A, Women Singles 2022",2022,sr:competition:22212
sr:season:89525,"ITF Egypt 37A, Women Singles 2021",2021,sr:competition:22212
sr:season:96255,"ITF Egypt 37A, Women Doubles 2022",2022,sr:competition:22214
sr:season:89527,"ITF Egypt 37A, Women Doubles 2021",2021,sr:competition:22214
sr:season:116927,"ITF Turkey 13A, Women Singles 2024",2024,sr:competition:22218
sr:season:103961,"ITF Turkiye 13A, Women Singles 2023",2023,sr:competition:22218
sr:season:92325,"ITF Turkey 13A, Women Singles 2022",2022,sr:competition:22218
sr:season:116929,"ITF Turkey 13A, Women Doubles 2024",2024,sr:competition:22220
sr:season:103959,"ITF Turkiye 13A, Women Doubles 2023",2023,sr:competition:22220
sr:season:92323,"ITF Turkey 13A, Women Doubles 2022",2022,sr:competition:22220
sr:season:116907,"ITF USA 09A, Women Singles 2024",2024,sr:competition:22228
sr:season:102889,"ITF USA 09A, Women Singles 2023",2023,sr:competition:22228
sr:season:92457,"ITF USA 09A, Women Singles 2022",2022,sr:competition:22228
sr:season:116909,"ITF USA 09A, Women Doubles 2024",2024,sr:competition:22230
sr:season:102887,"ITF USA 09A, Women Doubles 2023",2023,sr:competition:22230
sr:season:92679,"ITF USA 09A, Women Doubles 2022",2022,sr:competition:22230
sr:season:116031,"ITF India 04A, Women Singles 2024",2024,sr:competition:22244
sr:season:102499,"ITF India 04A, Women Singles 2023",2023,sr:competition:22244
sr:season:91287,"ITF India 04A, Women Singles 2022",2022,sr:competition:22244
sr:season:116029,"ITF India 04A, Women Doubles 2024",2024,sr:competition:22246
sr:season:102497,"ITF India 04A, Women Doubles 2023",2023,sr:competition:22246
sr:season:91285,"ITF India 04A, Women Doubles 2022",2022,sr:competition:22246
sr:season:86884,"2021 ITF South Africa 03A, Women Singles",2021,sr:competition:22250
sr:season:86886,"2021 ITF South Africa 03A, Women Doubles",2021,sr:competition:22252
sr:season:119963,"ITF Tunisia 38A, Women Singles 2024",2024,sr:competition:22256
sr:season:109907,"ITF Tunisia 38A, Women Singles 2023",2023,sr:competition:22256
sr:season:97831,"ITF Tunisia 38A, Women Singles 2022",2022,sr:competition:22256
sr:season:119965,"ITF Tunisia 38A, Women Doubles 2024",2024,sr:competition:22258
sr:season:109909,"ITF Tunisia 38A, Women Doubles 2023",2023,sr:competition:22258
sr:season:97829,"ITF Tunisia 38A, Women Doubles 2022",2022,sr:competition:22258
sr:season:111808,"ITF USA F40, Men Singles 2023",2023,sr:competition:22268
sr:season:99523,"ITF USA F40, Men Singles 2022",2022,sr:competition:22268
sr:season:111806,"ITF USA F40, Men Doubles 2023",2023,sr:competition:22270
sr:season:99521,"ITF USA F40, Men Doubles 2022",2022,sr:competition:22270
sr:season:118139,"ITF Croatia 01A, Women Singles 2024",2024,sr:competition:22286
sr:season:103941,"ITF Croatia 01A, Women Singles 2023",2023,sr:competition:22286
sr:season:92727,"ITF Croatia 01A, Women Singles 2022",2022,sr:competition:22286
sr:season:118137,"ITF Croatia 01A, Women Doubles 2024",2024,sr:competition:22288
sr:season:103939,"ITF Croatia 01A, Women Doubles 2023",2023,sr:competition:22288
sr:season:92725,"ITF Croatia 01A, Women Doubles 2022",2022,sr:competition:22288
sr:season:96207,"ITF Egypt F37, Men Singles 2022",2022,sr:competition:22292
sr:season:96205,"ITF Egypt F37, Men Doubles 2022",2022,sr:competition:22294
sr:season:126447,"ITF Mexico F8, Men Singles 2024",2024,sr:competition:22298
sr:season:93343,"ITF Mexico F8, Men Singles 2022",2022,sr:competition:22298
sr:season:89125,"ITF Mexico F8, Men Singles 2021",2021,sr:competition:22298
sr:season:126445,"ITF Mexico F8, Men Doubles 2024",2024,sr:competition:22300
sr:season:93341,"ITF Mexico F8, Men Doubles 2022",2022,sr:competition:22300
